,Code,Name,TradeVolume,TradeValue,OpeningPrice,HighestPrice,LowestPrice,ClosingPrice,Change,Transaction
1672,2208,台船,6778753.0,128982166.0,19.5,19.6,18.85,18.85,-0.55,3520.0
441,2211,長榮鋼,2149777.0,293930988.0,134.5,140.0,133.5,135.0,1.0,1954.0
1673,2211,長榮鋼,2510939.0,344201311.0,137.0,139.5,133.5,137.5,-0.5,2420.0
442,2227,裕日車,42702.0,5700312.0,134.5,134.5,133.0,133.0,-1.5,207.0
1674,2227,裕日車,106295.0,13704032.0,131.0,131.0,128.0,128.0,-3.0,365.0
443,2228,劍麟,428990.0,42641533.0,100.0,100.5,98.7,98.7,-1.2,475.0
1675,2228,劍麟,445594.0,43033500.0,97.9,97.9,95.6,96.0,-2.0,554.0
444,2231,為升,178168.0,20213263.0,113.0,114.0,113.0,113.0,-0.5,249.0
1676,2231,為升,996133.0,109495086.0,111.0,112.0,108.0,112.0,0.5,717.0
445,2233,宇隆,122123.0,16340397.0,133.5,134.5,133.0,133.5,0.0,154.0
1677,2233,宇隆,380841.0,48750562.0,130.0,131.0,127.0,128.0,-2.5,420.0
446,2236,百達-KY,602373.0,46657216.0,77.2,78.0,76.7,77.3,0.3,453.0
1678,2236,百達-KY,1834344.0,131759879.0,76.9,77.1,70.2,70.3,-7.6,1521.0
447,2239,英利-KY,60282.0,3422561.0,56.8,57.3,56.4,57.0,0.0,97.0
1679,2239,英利-KY,98017.0,5508503.0,57.0,57.0,56.0,56.2,-1.0,81.0
448,2241,艾姆勒,993164.0,36795600.0,36.5,37.55,36.45,36.95,0.1,630.0
1680,2241,艾姆勒,1920788.0,72738624.0,39.05,39.15,37.0,37.65,-1.3,1286.0
449,2243,宏旭-KY,79140.0,1105801.0,14.1,14.1,13.85,14.05,-0.05,75.0
1681,2243,宏旭-KY,102255.0,1400055.0,13.8,13.85,13.6,13.8,-0.25,82.0
450,2247,汎德永業,95807.0,30499466.0,316.5,320.0,316.5,318.0,1.5,191.0
1682,2247,汎德永業,125169.0,39232716.0,315.5,318.0,310.5,311.5,-4.0,668.0
451,2250,IKKA-KY,70052.0,7167395.0,101.5,103.0,101.5,102.5,1.5,78.0
1683,2250,IKKA-KY,194028.0,19785927.0,104.0,104.0,100.5,102.0,-2.5,169.0
452,2254,巨鎧精密-創,263000.0,22956500.0,87.4,89.1,85.0,88.9,0.1,96.0
1684,2254,巨鎧精密-創,23000.0,2022900.0,86.5,88.4,86.5,88.4,-0.6,13.0
453,2258,鴻華先進-創,313000.0,13732750.0,43.9,44.35,43.7,43.7,-0.15,169.0
1685,2258,鴻華先進-創,722000.0,31071600.0,43.75,43.8,42.5,42.55,-1.2,320.0
454,2301,光寶科,9210220.0,955284205.0,104.0,105.0,103.0,103.0,-1.0,7416.0
1686,2301,光寶科,39754480.0,3852933694.0,101.0,101.0,94.1,95.3,-6.7,30721.0
455,2302,麗正,174879.0,3089825.0,17.55,17.8,17.55,17.75,0.2,146.0
1687,2302,麗正,548257.0,9342939.0,17.5,17.55,16.85,17.0,-0.6,324.0
456,2303,聯電,39697888.0,2092064569.0,52.6,52.9,52.5,52.7,0.2,16894.0
1688,2303,聯電,86073736.0,4341880672.0,51.0,51.0,50.1,50.1,-1.5,42700.0
457,2305,全友,216625.0,5260503.0,24.5,24.5,24.15,24.15,-0.15,184.0
1689,2305,全友,1193323.0,27055790.0,23.1,23.5,22.2,22.7,-0.5,527.0
458,2308,台達電,8473224.0,2694057109.0,317.0,322.0,316.0,317.0,-2.5,15080.0
1690,2308,台達電,17314336.0,5139119125.0,305.0,306.0,292.5,293.0,-15.0,31085.0
459,2312,金寶,6219941.0,93322450.0,15.0,15.2,14.85,15.0,0.0,1786.0
1691,2312,金寶,10619671.0,154057939.0,14.85,14.85,14.3,14.3,-0.55,3215.0
460,2313,華通,22900755.0,1870051019.0,80.6,82.7,79.9,81.9,1.7,12644.0
1692,2313,華通,21918702.0,1694158286.0,79.0,79.0,76.3,76.6,-3.1,12268.0
461,2314,台揚,805291.0,26658129.0,33.3,33.45,33.0,33.05,-0.15,618.0
1693,2314,台揚,2184970.0,68635692.0,33.05,33.05,30.3,31.3,-1.4,1459.0
462,2316,楠梓電,3105318.0,138740991.0,44.5,45.2,43.7,45.05,0.85,2575.0
1694,2316,楠梓電,3432817.0,142282577.0,42.6,43.0,40.5,40.95,-2.35,2635.0
463,2317,鴻海,118079241.0,17853619777.0,151.0,153.5,148.5,150.5,0.5,48466.0
1695,2317,鴻海,177628458.0,24873995882.0,142.5,143.0,137.5,141.0,-5.0,88723.0
464,2321,東訊,14556.0,237020.0,16.85,16.85,15.75,16.4,0.1,19.0
1696,2321,東訊,40151.0,627479.0,15.95,16.3,15.4,15.45,-0.85,20.0
465,2323,中環,8673679.0,105169243.0,12.3,12.3,12.05,12.05,-0.15,2407.0
1697,2323,中環,11611807.0,133795719.0,11.9,11.9,11.35,11.35,-0.6,3481.0
466,2324,仁寶,19989452.0,730952412.0,36.8,36.85,36.25,36.4,-0.45,9799.0
1698,2324,仁寶,29971437.0,1066852132.0,36.2,36.3,34.9,35.3,-1.0,12665.0
467,2327,國巨,2978385.0,1842437105.0,612.0,623.0,610.0,618.0,9.0,3373.0
1699,2327,國巨,3386279.0,1985049682.0,594.0,597.0,579.0,585.0,-17.0,5950.0
468,2328,廣宇,1821114.0,63015087.0,34.7,34.85,34.4,34.5,-0.05,1214.0
1700,2328,廣宇,3797185.0,125441132.0,33.85,33.85,32.55,32.9,-1.1,2479.0
469,2329,華泰,23306444.0,1596089083.0,69.4,70.0,67.6,67.7,-1.5,14977.0
1701,2329,華泰,21588877.0,1418935909.0,68.0,68.8,63.3,63.8,-4.9,15810.0
470,2330,台積電,32473155.0,26663806808.0,823.0,826.0,817.0,818.0,-2.0,38091.0
1702,2330,台積電,54120813.0,42833069476.0,802.0,803.0,785.0,788.0,-18.0,127956.0
471,2331,精英,6858024.0,218126024.0,31.7,32.15,31.2,31.8,0.4,3252.0
1703,2331,精英,10885403.0,323367204.0,31.0,31.15,29.05,29.1,-2.2,4877.0
472,2332,友訊,3659391.0,65513324.0,17.9,18.1,17.7,18.1,0.2,1600.0
1704,2332,友訊,3976926.0,69270607.0,17.9,17.9,17.2,17.3,-0.6,1768.0
473,2337,旺宏,8516665.0,230569870.0,27.4,27.55,26.9,26.9,-0.5,4541.0
1705,2337,旺宏,13565951.0,356228020.0,26.7,26.7,26.0,26.3,-0.4,5859.0
474,2338,光罩,1639949.0,116761584.0,72.5,72.6,70.4,70.8,-0.7,3223.0
1706,2338,光罩,1615809.0,109606133.0,68.8,69.0,67.4,67.6,-1.7,1454.0
475,2340,台亞,6813135.0,283718825.0,40.65,42.75,40.65,41.4,1.25,4269.0
1707,2340,台亞,2674388.0,103481479.0,39.5,39.5,38.2,38.35,-1.45,1833.0
476,2342,茂矽,273774.0,8758396.0,32.3,32.3,31.9,32.0,-0.15,287.0
1708,2342,茂矽,747560.0,22820215.0,31.05,31.1,30.2,30.3,-1.05,561.0
477,2344,華邦電,42209786.0,1142436418.0,27.25,27.35,26.85,26.9,-0.4,12872.0
1709,2344,華邦電,59380965.0,1533101150.0,26.35,26.5,25.3,25.5,-1.15,23545.0
478,2345,智邦,4531880.0,2085032080.0,468.5,471.5,456.0,456.0,-17.0,5267.0
1710,2345,智邦,4415313.0,1856303779.0,431.0,431.0,415.5,416.5,-14.5,5352.0
479,2347,聯強,4653751.0,352745403.0,75.8,76.5,74.3,76.2,-0.3,2392.0
1711,2347,聯強,7879664.0,597060787.0,76.0,76.9,75.0,75.8,-0.6,3938.0
480,2348,海悅,1518804.0,245979346.0,156.0,166.0,154.5,163.5,7.5,1793.0
1712,2348,海悅,2018768.0,341640722.0,170.0,173.0,160.0,171.0,1.0,2755.0
481,2348A,海悅甲特,30037.0,1015248.0,33.8,33.8,33.8,33.8,0.0,14.0
1713,2348A,海悅甲特,28888.0,972175.0,33.75,33.75,33.6,33.6,-0.15,24.0
482,2349,錸德,1098284.0,8508093.0,7.84,7.84,7.73,7.74,-0.06,475.0
1714,2349,錸德,2259497.0,17025330.0,7.71,7.71,7.2,7.34,-0.37,1037.0
483,2351,順德,481883.0,49382566.0,103.5,103.5,101.5,102.0,-1.0,492.0
1715,2351,順德,769716.0,76949118.0,102.5,102.5,98.9,99.0,-3.5,860.0
484,2352,佳世達,11444527.0,487742668.0,43.05,43.05,42.4,42.4,-0.65,8349.0
1716,2352,佳世達,15736594.0,647301917.0,42.1,42.1,40.65,40.7,-1.4,10344.0
485,2353,宏碁,127781130.0,6283279990.0,50.7,50.7,48.5,48.5,-2.5,66661.0
1717,2353,宏碁,62970925.0,2891954377.0,47.2,47.5,45.0,45.5,-2.05,31678.0
486,2354,鴻準,13934346.0,819698799.0,59.1,59.4,58.3,58.5,-0.6,9011.0
1718,2354,鴻準,15901351.0,882568249.0,57.0,57.1,54.5,55.0,-2.5,10269.0
487,2355,敬鵬,5167563.0,226433192.0,43.6,44.4,43.2,44.1,0.5,3480.0
1719,2355,敬鵬,5380933.0,222849663.0,42.6,42.6,40.85,41.25,-1.4,3699.0
488,2356,英業達,23903313.0,1377678049.0,58.1,58.1,57.4,57.4,-0.6,14142.0
1720,2356,英業達,45786695.0,2485085105.0,55.5,55.9,53.3,53.9,-2.1,26446.0
489,2357,華碩,4649675.0,2069924815.0,448.0,448.5,442.5,443.5,-10.0,5686.0
1721,2357,華碩,4138618.0,1772897085.0,436.0,437.0,425.0,425.5,-15.0,7499.0
490,2359,所羅門,4643330.0,507353681.0,110.0,116.0,102.0,103.5,-2.0,3508.0
1722,2359,所羅門,4893483.0,448167324.0,96.1,96.1,89.2,92.0,-6.8,3314.0
491,2360,致茂,1792035.0,463567671.0,254.0,263.0,252.0,259.5,5.5,2563.0
1723,2360,致茂,2654384.0,656035810.0,249.0,251.5,244.0,248.0,-3.0,2415.0
492,2362,藍天,2329974.0,99606191.0,43.15,43.2,42.3,42.85,-0.3,1746.0
1724,2362,藍天,3449894.0,140445379.0,41.9,42.15,39.9,40.25,-2.15,2562.0
493,2363,矽統,331552643.0,20392461437.0,59.9,64.2,58.1,61.4,2.9,156104.0
1725,2363,矽統,36802330.0,2265562261.0,61.4,63.5,59.4,63.0,1.0,20257.0
494,2364,倫飛,100841.0,9086587.0,90.2,90.5,89.9,90.1,-0.1,842.0
1726,2364,倫飛,318806.0,27054209.0,88.6,88.6,82.7,83.2,-5.3,680.0
495,2365,昆盈,6813137.0,149082445.0,21.75,22.25,21.55,21.9,0.1,3285.0
1727,2365,昆盈,5413143.0,109479964.0,20.8,20.9,19.95,20.2,-0.8,2919.0
496,2367,燿華,150975006.0,4350999401.0,26.7,29.35,26.6,29.2,2.5,46104.0
1728,2367,燿華,55526118.0,1482008020.0,27.65,27.95,26.0,26.4,-1.8,21721.0
497,2368,金像電,4135733.0,950190635.0,230.0,232.5,227.5,229.5,0.0,4115.0
1729,2368,金像電,12981649.0,2636631053.0,210.5,211.0,200.0,201.5,-11.0,11379.0
498,2369,菱生,2964088.0,72235227.0,24.5,24.6,24.2,24.2,-0.25,1575.0
1730,2369,菱生,5719208.0,127230009.0,22.9,22.9,21.9,22.2,-0.85,2679.0
499,2371,大同,223635597.0,13312134813.0,56.1,61.7,55.3,60.5,4.4,84400.0
1731,2371,大同,146278886.0,8648992613.0,60.1,60.8,57.8,58.5,-2.9,59415.0
500,2373,震旦行,56450.0,4155242.0,73.8,73.9,73.5,73.7,-0.3,80.0
1732,2373,震旦行,86891.0,6338075.0,73.2,73.3,72.7,73.3,0.1,115.0
501,2374,佳能,48610782.0,1821391015.0,37.9,38.9,36.0,38.9,3.5,22825.0
1733,2374,佳能,31032478.0,1185264321.0,37.0,39.9,36.3,38.45,0.8,18626.0
502,2375,凱美,429740.0,27811527.0,64.9,65.2,64.4,64.6,0.1,392.0
1734,2375,凱美,486393.0,30169399.0,63.4,63.4,61.4,61.4,-2.1,481.0
503,2376,技嘉,12693686.0,4082586976.0,321.5,329.0,316.0,318.0,-2.5,17196.0
1735,2376,技嘉,12028445.0,3637173708.0,300.0,306.0,298.0,302.0,0.0,12028.0
504,2377,微星,3527161.0,603891371.0,171.5,172.5,170.5,170.5,-2.5,2764.0
1736,2377,微星,3897511.0,632964405.0,166.5,167.0,160.5,161.5,-6.0,4397.0
505,2379,瑞昱,2637427.0,1499513612.0,562.0,571.0,562.0,569.0,2.0,2614.0
1737,2379,瑞昱,3843545.0,2123104143.0,549.0,557.0,547.0,551.0,-10.0,3865.0
506,2380,虹光,218562.0,1474465.0,6.7,6.9,6.68,6.7,-0.05,258.0
1738,2380,虹光,44516.0,294085.0,6.68,6.68,6.53,6.6,-0.09,198.0
507,2382,廣達,49700099.0,13667909315.0,276.5,280.5,271.0,271.0,0.0,45010.0
1739,2382,廣達,47520159.0,11991975116.0,258.5,261.5,248.0,249.5,-11.5,42354.0
508,2383,台光電,3658798.0,1475508858.0,403.5,408.0,401.0,402.0,1.5,5790.0
1740,2383,台光電,8823594.0,3298356778.0,375.0,380.0,368.5,374.5,-8.5,11349.0
509,2385,群光,6077393.0,1275213642.0,212.5,213.5,207.5,209.0,-6.0,5490.0
1741,2385,群光,8446799.0,1715945254.0,206.0,206.5,200.5,201.5,-6.0,8901.0
510,2387,精元,1275897.0,79692121.0,62.1,62.9,62.0,62.8,0.7,931.0
1742,2387,精元,2479450.0,148364338.0,60.8,60.9,59.1,59.4,-1.9,1650.0
511,2388,威盛,22760514.0,3147820186.0,128.5,140.0,128.0,140.0,12.5,11650.0
1743,2388,威盛,16500628.0,2276791817.0,140.0,143.0,132.0,137.0,-2.0,13265.0
512,2390,云辰,476150.0,6486010.0,13.85,13.9,13.55,13.55,-0.25,542.0
1744,2390,云辰,1167339.0,15041993.0,13.25,13.25,12.75,12.75,-0.6,1508.0
513,2392,正崴,2160937.0,99460552.0,46.0,46.4,45.55,46.25,0.4,1423.0
1745,2392,正崴,4381490.0,192724137.0,45.55,45.55,43.15,43.5,-2.3,3244.0
514,2393,億光,3390978.0,207022167.0,60.7,61.8,60.4,60.7,-0.1,3134.0
1746,2393,億光,4475686.0,268504051.0,60.4,60.9,59.1,59.8,-1.1,3688.0
515,2395,研華,1429982.0,543132242.0,379.5,383.5,378.0,378.5,-7.5,1986.0
1747,2395,研華,1125155.0,412808529.0,371.5,372.0,364.0,365.0,-9.5,1802.0
516,2397,友通,47721.0,3225116.0,67.2,68.0,67.2,67.4,0.3,104.0
1748,2397,友通,84378.0,5466394.0,65.2,65.4,64.5,64.9,-0.7,139.0
517,2399,映泰,786834.0,18078788.0,22.95,23.1,22.9,22.95,0.1,577.0
1749,2399,映泰,2415540.0,51294009.0,21.9,21.9,20.75,21.25,-0.95,1460.0
518,2401,凌陽,3921252.0,111397315.0,28.1,28.7,28.1,28.3,0.3,1957.0
1750,2401,凌陽,18967765.0,545192851.0,28.05,29.4,27.85,29.3,1.5,9749.0
519,2402,毅嘉,2026150.0,71369799.0,34.8,35.5,34.8,35.05,0.25,1255.0
1751,2402,毅嘉,16194273.0,549334450.0,35.35,35.4,33.15,33.9,-0.95,6324.0
520,2404,漢唐,3224428.0,1330236715.0,403.5,417.0,403.0,415.5,14.0,4617.0
1752,2404,漢唐,3116739.0,1274894738.0,412.5,414.0,401.5,407.5,-8.5,3897.0
521,2405,輔信,10751712.0,213328558.0,19.6,20.15,19.3,19.95,0.45,4284.0
1753,2405,輔信,11863587.0,217353237.0,19.1,19.1,17.9,18.1,-1.1,4969.0
522,2406,國碩,15316674.0,324829622.0,20.9,21.8,20.45,20.95,-0.4,6338.0
1754,2406,國碩,5731402.0,115702470.0,20.6,20.65,19.95,20.0,-0.65,2681.0
523,2408,南亞科,32264534.0,2313619099.0,71.2,72.3,70.6,71.8,1.2,21193.0
1755,2408,南亞科,26382750.0,1753996123.0,69.1,69.3,64.6,65.5,-4.5,17134.0
524,2409,友達,34491697.0,619260478.0,18.05,18.15,17.85,17.9,-0.25,12985.0
1756,2409,友達,42997050.0,758644700.0,17.85,17.9,17.45,17.6,-0.3,12819.0
525,2412,中華電,7038841.0,885293482.0,125.5,126.5,125.5,125.5,-1.0,3825.0
1757,2412,中華電,15012320.0,1875782643.0,125.5,126.0,124.0,124.5,-1.5,7469.0
526,2413,環科,185293.0,4836895.0,26.15,26.4,26.05,26.1,0.0,147.0
1758,2413,環科,452934.0,11433122.0,25.75,25.75,25.05,25.05,-0.9,265.0
527,2414,精技,152803.0,5546324.0,36.45,36.65,36.2,36.3,-0.1,148.0
1759,2414,精技,304023.0,10830252.0,36.0,36.15,35.3,35.65,-0.5,290.0
528,2415,錩新,138482.0,4159513.0,30.05,30.25,29.8,30.25,0.0,131.0
1760,2415,錩新,248215.0,7192416.0,29.7,29.7,28.6,28.7,-1.3,219.0
529,2417,圓剛,2402106.0,102804708.0,42.7,43.65,42.0,42.8,0.8,1869.0
1761,2417,圓剛,2563632.0,100224238.0,40.0,40.0,38.55,38.6,-1.9,1988.0
530,2419,仲琦,1128504.0,36032891.0,32.2,32.25,31.8,31.85,-0.2,616.0
1762,2419,仲琦,2054724.0,61684609.0,30.75,30.8,29.6,29.75,-1.25,1407.0
531,2420,新巨,733023.0,39989079.0,55.5,55.6,54.1,55.0,-0.1,674.0
1763,2420,新巨,547536.0,29443145.0,54.8,54.8,53.4,53.8,-1.4,596.0
532,2421,建準,3366273.0,415362806.0,123.0,125.5,122.5,123.0,0.5,2936.0
1764,2421,建準,6510661.0,755697649.0,119.5,120.0,114.5,115.5,-5.0,5177.0
533,2423,固緯,402627.0,16741701.0,41.35,41.85,40.85,41.55,0.45,337.0
1765,2423,固緯,472804.0,19128377.0,41.2,41.2,40.15,40.35,-0.95,410.0
534,2424,隴華,7211.0,205963.0,28.5,28.65,28.45,28.55,-0.05,11.0
1766,2424,隴華,8203.0,232933.0,28.35,28.55,28.2,28.55,-0.05,11.0
535,2425,承啟,945186.0,43020512.0,45.7,46.45,44.9,45.1,-0.6,779.0
1767,2425,承啟,1040595.0,43683768.0,43.7,43.7,41.25,41.35,-2.4,733.0
536,2426,鼎元,511663.0,9206338.0,18.1,18.1,17.9,17.9,-0.15,299.0
1768,2426,鼎元,1000445.0,17291854.0,17.75,17.75,17.0,17.15,-0.6,591.0
537,2427,三商電,8823315.0,243161129.0,27.45,28.25,26.75,27.65,0.75,4851.0
1769,2427,三商電,4020757.0,105225577.0,26.9,26.9,25.7,25.75,-1.4,2353.0
538,2428,興勤,335498.0,56183525.0,165.5,169.0,165.5,167.0,1.5,319.0
1770,2428,興勤,576697.0,91615261.0,163.5,163.5,157.0,158.5,-5.0,647.0
539,2429,銘旺科,23847.0,473522.0,19.9,20.0,19.8,19.8,-0.2,23.0
1771,2429,銘旺科,17000.0,329300.0,19.5,19.5,19.2,19.25,-0.4,14.0
540,2430,燦坤,285979.0,10544777.0,37.1,37.1,36.75,36.85,-0.25,253.0
1772,2430,燦坤,451235.0,16209761.0,36.6,36.6,35.7,35.85,-0.8,412.0
541,2431,聯昌,542113.0,7125762.0,13.05,13.3,12.9,13.25,0.2,242.0
1773,2431,聯昌,733278.0,9325436.0,13.15,13.15,12.5,12.55,-0.6,292.0
542,2432,倚天酷碁-創,10000.0,399450.0,39.05,40.35,39.0,40.35,0.6,8.0
1774,2432,倚天酷碁-創,15000.0,587950.0,39.6,39.8,38.5,39.3,-0.3,12.0
543,2433,互盛電,50334.0,2671349.0,53.2,53.2,53.0,53.0,-0.2,41.0
1775,2433,互盛電,105427.0,5579408.0,53.0,53.1,52.8,52.8,-0.3,90.0
544,2434,統懋,2723.0,86024.0,31.5,31.75,31.5,31.75,0.25,6.0
1776,2434,統懋,8010.0,247857.0,31.0,31.0,30.75,30.75,-0.25,8.0
545,2436,偉詮電,1011908.0,64234990.0,63.2,64.0,63.1,63.2,0.4,837.0
1777,2436,偉詮電,2334538.0,136729011.0,60.3,60.3,57.7,58.5,-2.5,1758.0
546,2438,翔耀,172343.0,3811644.0,22.25,22.7,22.0,22.05,-0.15,344.0
1778,2438,翔耀,234752.0,4889547.0,21.7,21.7,20.2,20.4,-1.4,423.0
547,2439,美律,2448360.0,303940483.0,124.5,125.5,123.0,124.0,-0.5,1529.0
1779,2439,美律,3407042.0,395025991.0,118.5,119.0,114.0,115.0,-5.5,2716.0
548,2440,太空梭,932378.0,14730028.0,15.7,16.0,15.4,15.95,0.25,466.0
1780,2440,太空梭,2266319.0,36353667.0,15.85,16.7,15.35,15.7,-0.05,1051.0
549,2441,超豐,584486.0,36432116.0,62.5,62.7,62.0,62.4,0.0,528.0
1781,2441,超豐,1327860.0,80925620.0,61.8,61.8,60.5,60.7,-1.3,1285.0
550,2442,新美齊,1217328.0,33031804.0,26.95,27.3,26.95,27.15,0.1,619.0
1782,2442,新美齊,5718109.0,148801436.0,27.0,27.0,25.3,25.85,-1.35,2958.0
551,2444,兆勁,373552.0,4230019.0,11.4,11.4,11.25,11.4,0.0,220.0
1783,2444,兆勁,683514.0,7539153.0,11.35,11.35,10.95,11.0,-0.25,273.0
552,2449,京元電子,11311936.0,1218211144.0,106.5,109.5,106.5,107.0,1.0,7174.0
1784,2449,京元電子,20722076.0,2078792564.0,103.5,103.5,98.6,99.7,-4.8,12400.0
553,2450,神腦,125356.0,4916514.0,39.2,39.25,39.15,39.2,0.0,110.0
1785,2450,神腦,360184.0,13939308.0,39.05,39.05,38.5,38.55,-0.55,365.0
554,2451,創見,1355159.0,127905987.0,93.2,95.3,93.0,94.5,1.1,1624.0
1786,2451,創見,2099437.0,189606529.0,92.0,92.5,89.4,90.0,-2.8,1729.0
555,2453,凌群,1152336.0,71453907.0,62.8,62.9,61.5,61.8,-0.5,1108.0
1787,2453,凌群,1339586.0,78379992.0,59.5,59.6,57.6,58.5,-1.5,1219.0
556,2454,聯發科,5339872.0,6300724555.0,1190.0,1200.0,1165.0,1180.0,-20.0,9369.0
1788,2454,聯發科,13458990.0,14336452869.0,1065.0,1090.0,1055.0,1055.0,-55.0,23861.0
557,2455,全新,2438659.0,394978043.0,164.0,165.0,160.0,161.0,-2.5,2394.0
1789,2455,全新,2127335.0,328191133.0,158.5,158.5,152.0,152.0,-7.5,2042.0
558,2457,飛宏,7065802.0,378617606.0,52.6,55.0,51.7,53.8,1.3,4450.0
1790,2457,飛宏,4437607.0,224761126.0,51.8,51.8,50.0,51.0,-1.3,3227.0
559,2458,義隆,2245815.0,360966808.0,158.0,163.5,158.0,158.5,0.0,1955.0
1791,2458,義隆,4008009.0,636310558.0,164.0,164.5,156.0,159.5,-2.5,6494.0
560,2459,敦吉,177547.0,12225031.0,69.3,69.3,68.6,69.1,-0.2,200.0
1792,2459,敦吉,477884.0,33796848.0,70.1,72.4,69.8,70.4,1.4,409.0
561,2460,建通,2596700.0,94505546.0,34.45,37.15,34.45,36.6,1.6,1597.0
1793,2460,建通,1920519.0,65968922.0,35.45,35.8,33.65,33.75,-1.85,1279.0
562,2461,光群雷,1888334.0,47043673.0,25.4,25.4,24.6,24.65,-0.35,933.0
1794,2461,光群雷,1878425.0,45417012.0,24.65,24.65,23.8,23.95,-0.7,860.0
563,2462,良得電,439776.0,15579802.0,35.2,35.6,35.1,35.4,0.2,291.0
1795,2462,良得電,1068417.0,35785605.0,34.65,34.65,32.85,33.35,-1.35,778.0
564,2464,盟立,8618767.0,434588881.0,50.1,51.3,49.55,50.2,0.2,6034.0
1796,2464,盟立,5693824.0,264877412.0,47.55,48.0,45.8,46.4,-1.8,3897.0
565,2465,麗臺,11453549.0,1565669584.0,132.5,140.5,131.0,138.0,9.5,9399.0
1797,2465,麗臺,7486151.0,938586041.0,130.0,131.5,122.0,122.5,-12.0,8053.0
566,2466,冠西電,22000.0,827900.0,37.85,37.85,37.4,37.7,0.3,13.0
1798,2466,冠西電,12000.0,449700.0,37.2,37.65,36.9,36.9,-0.8,11.0
567,2467,志聖,7077982.0,940233907.0,136.0,140.0,129.0,133.5,1.0,5608.0
1799,2467,志聖,2729533.0,341700839.0,129.0,129.0,123.0,126.0,-3.5,2553.0
568,2468,華經,313409.0,8847429.0,28.15,28.4,28.05,28.15,0.25,227.0
1800,2468,華經,467114.0,12665952.0,28.0,28.0,26.95,27.0,-0.95,323.0
569,2471,資通,460320.0,27140254.0,59.6,59.6,58.7,58.7,-0.5,563.0
1801,2471,資通,576029.0,32737166.0,57.9,57.9,56.3,56.4,-1.8,890.0
570,2472,立隆電,3720311.0,283158779.0,74.4,76.7,74.0,76.6,2.8,2625.0
1802,2472,立隆電,2116942.0,151861818.0,74.0,74.0,70.5,70.8,-3.3,1702.0
571,2474,可成,1464854.0,304566602.0,207.5,209.0,206.5,207.5,-0.5,974.0
1803,2474,可成,3538175.0,730004338.0,206.5,208.5,205.0,205.0,-2.0,3342.0
572,2476,鉅祥,2582407.0,204203720.0,79.2,80.2,77.7,79.0,0.7,1821.0
1804,2476,鉅祥,3861419.0,286038193.0,76.1,76.5,73.0,73.5,-3.6,2811.0
573,2477,美隆電,208419.0,4605985.0,22.45,22.45,21.95,22.2,0.2,139.0
1805,2477,美隆電,183152.0,3866240.0,21.75,21.75,20.8,20.85,-1.05,180.0
574,2478,大毅,86617.0,4046441.0,46.65,46.85,46.55,46.8,0.3,111.0
1806,2478,大毅,279416.0,12717166.0,46.25,46.25,45.25,45.35,-0.9,333.0
575,2480,敦陽科,150915.0,19451418.0,129.5,129.5,128.5,129.0,-0.5,273.0
1807,2480,敦陽科,394608.0,49618136.0,127.0,127.0,125.0,125.5,-2.5,799.0
576,2481,強茂,1414073.0,83742068.0,59.8,60.0,58.9,59.4,-0.3,1198.0
1808,2481,強茂,2912117.0,162354313.0,57.8,57.8,55.1,55.8,-2.5,2263.0
577,2482,連宇,648146.0,21020488.0,32.7,32.8,32.3,32.35,-0.3,557.0
1809,2482,連宇,1361116.0,39468013.0,30.15,30.15,28.5,28.75,-1.4,1056.0
578,2483,百容,186003.0,4547420.0,24.3,24.6,24.3,24.5,0.3,139.0
1810,2483,百容,268648.0,6274200.0,23.8,23.8,23.2,23.25,-0.85,203.0
579,2484,希華,384691.0,12927666.0,33.45,33.7,33.45,33.65,0.2,372.0
1811,2484,希華,788311.0,25769070.0,33.25,33.3,32.4,32.7,-0.9,786.0
580,2485,兆赫,1125778.0,22967960.0,20.5,20.65,20.3,20.45,0.05,867.0
1812,2485,兆赫,2283581.0,44584536.0,20.0,20.0,19.3,19.6,-0.45,1666.0
581,2486,一詮,27029378.0,1972742471.0,71.4,74.4,71.3,73.6,2.2,16368.0
1813,2486,一詮,24818180.0,1719960540.0,71.2,71.5,67.8,69.9,-1.9,13599.0
582,2488,漢平,739069.0,35285872.0,48.2,48.2,47.3,47.6,-0.2,662.0
1814,2488,漢平,991805.0,44801036.0,46.3,46.3,44.65,44.75,-1.75,977.0
583,2489,瑞軒,4656005.0,69417422.0,14.85,15.1,14.7,14.95,0.1,1545.0
1815,2489,瑞軒,3921614.0,55916786.0,14.6,14.6,14.1,14.2,-0.4,1596.0
584,2491,吉祥全,168171.0,2552653.0,15.35,15.35,15.0,15.25,-0.05,100.0
1816,2491,吉祥全,92394.0,1372056.0,15.0,15.1,14.6,14.65,-0.35,56.0
585,2492,華新科,2102117.0,240628586.0,114.0,116.5,113.5,114.5,1.0,1995.0
1817,2492,華新科,4383727.0,464779726.0,108.5,109.5,104.5,104.5,-5.5,3959.0
586,2493,揚博,2072207.0,222380360.0,102.0,111.0,101.0,106.0,5.0,2463.0
1818,2493,揚博,963208.0,94788803.0,101.0,101.0,97.0,97.7,-3.8,1602.0
587,2495,普安,2236526.0,52061197.0,22.7,23.65,22.5,23.45,0.8,1345.0
1819,2495,普安,2056721.0,44932947.0,22.4,22.5,21.2,21.55,-1.3,1133.0
