,Code,Name,TradeVolume,TradeValue,OpeningPrice,HighestPrice,LowestPrice,ClosingPrice,Change,Transaction
1839,2536,宏普,1155590.0,38266367.0,34.25,34.25,32.3,32.7,-1.65,567.0
608,2537,聯上發,20334436.0,333866048.0,16.5,17.25,15.85,16.05,-0.45,7316.0
1840,2537,聯上發,14971938.0,227726112.0,15.85,16.1,14.8,14.95,-0.9,4416.0
609,2538,基泰,474758.0,7167538.0,15.15,15.15,15.0,15.1,0.05,227.0
1841,2538,基泰,1774917.0,26638454.0,15.3,15.3,14.8,14.85,-0.5,522.0
610,2539,櫻花建,911507.0,67284928.0,73.2,74.5,73.1,73.7,0.5,611.0
1842,2539,櫻花建,1108986.0,81032898.0,74.2,74.2,72.6,73.2,-1.0,888.0
611,2540,愛山林,1427705.0,167583122.0,116.5,119.0,114.5,119.0,3.0,1058.0
1843,2540,愛山林,2175368.0,249556987.0,119.0,119.0,111.0,114.5,-4.5,1476.0
612,2542,興富發,3044489.0,124697730.0,41.0,41.15,40.8,40.8,-0.3,3518.0
1844,2542,興富發,5531195.0,222794585.0,40.8,40.8,40.05,40.1,-0.7,3551.0
613,2543,皇昌,6572429.0,293532981.0,41.5,45.65,41.3,45.65,4.15,3422.0
1845,2543,皇昌,5546720.0,250230051.0,45.45,46.2,44.0,45.2,-1.15,3128.0
614,2545,皇翔,2002094.0,99216000.0,50.4,50.4,48.65,49.8,-0.4,2340.0
1846,2545,皇翔,1326014.0,63782866.0,49.3,49.3,47.55,48.25,-1.1,1438.0
615,2546,根基,96914.0,8710164.0,90.8,90.8,89.5,89.5,0.0,189.0
1847,2546,根基,187280.0,16579862.0,90.0,90.0,87.3,87.7,-2.4,478.0
616,2547,日勝生,5333208.0,57285190.0,10.8,10.85,10.6,10.75,0.0,1534.0
1848,2547,日勝生,6013624.0,60846442.0,10.45,10.45,9.95,10.05,-0.45,1669.0
617,2548,華固,1110411.0,150204850.0,135.0,136.5,134.0,134.5,-1.0,1199.0
1849,2548,華固,3037058.0,393832564.0,132.5,132.5,127.5,129.5,-3.5,2784.0
618,2597,潤弘,667237.0,108970946.0,162.5,165.5,160.5,164.5,2.0,965.0
1850,2597,潤弘,828624.0,135029853.0,166.5,166.5,161.5,163.5,-3.0,1427.0
619,2601,益航,1586420.0,12047541.0,7.67,7.68,7.56,7.6,-0.04,768.0
1851,2601,益航,3169820.0,23639242.0,7.57,7.57,7.38,7.38,-0.19,1296.0
620,2603,長榮,23464258.0,4128462128.0,175.0,177.5,174.0,176.5,1.5,16503.0
1852,2603,長榮,36614682.0,6313642340.0,176.5,177.5,170.0,170.5,-7.5,21792.0
621,2605,新興,15909602.0,418499387.0,26.2,26.7,25.85,26.35,0.25,7797.0
1853,2605,新興,9193213.0,234030300.0,26.5,26.5,24.9,25.25,-1.15,4986.0
622,2606,裕民,10459988.0,582408647.0,55.9,56.5,54.6,55.9,1.3,5993.0
1854,2606,裕民,5433642.0,298563741.0,56.3,56.4,54.2,54.6,-1.8,6078.0
623,2607,榮運,6822820.0,209851454.0,30.9,31.2,30.5,30.55,-0.2,2478.0
1855,2607,榮運,25229316.0,755641086.0,29.95,30.2,29.7,30.0,0.05,1694.0
624,2608,嘉里大榮,358833.0,13837374.0,38.8,38.9,38.4,38.6,-0.2,297.0
1856,2608,嘉里大榮,523370.0,19906420.0,38.3,38.3,37.95,38.1,-0.2,408.0
625,2609,陽明,14889514.0,671605190.0,45.3,45.4,44.85,45.2,0.2,8193.0
1857,2609,陽明,28118165.0,1238823864.0,45.05,45.15,43.55,43.8,-1.4,15190.0
626,2610,華航,56989119.0,1141343212.0,19.95,20.2,19.65,20.05,0.1,16104.0
1858,2610,華航,26360387.0,512021331.0,19.8,19.8,19.25,19.25,-0.55,10568.0
627,2611,志信,3971175.0,93720846.0,23.65,24.05,23.2,23.9,0.3,2626.0
1859,2611,志信,2774868.0,64656860.0,23.6,23.65,23.1,23.2,-0.5,1831.0
628,2612,中航,871356.0,39938817.0,45.5,46.45,45.45,45.7,0.5,591.0
1860,2612,中航,468081.0,21127584.0,45.85,45.85,44.6,44.9,-0.95,408.0
629,2613,中櫃,43349.0,949927.0,21.95,21.95,21.85,21.9,-0.05,92.0
1861,2613,中櫃,103016.0,2239935.0,21.95,22.05,21.6,21.8,-0.05,349.0
630,2614,東森,764365.0,15134375.0,19.85,20.0,19.7,19.95,0.1,609.0
1862,2614,東森,1808737.0,34980271.0,19.65,19.65,19.2,19.25,-0.45,2239.0
631,2615,萬海,4596133.0,206449907.0,45.0,45.3,44.55,45.0,0.2,2784.0
1863,2615,萬海,9602339.0,418709827.0,45.0,45.05,42.9,42.9,-2.2,6480.0
632,2616,山隆,99997.0,2717237.0,27.2,27.2,27.1,27.15,-0.05,311.0
1864,2616,山隆,165638.0,4462874.0,27.1,27.1,26.8,26.9,-0.2,457.0
633,2617,台航,1275254.0,44800825.0,35.4,35.4,34.9,35.15,0.2,796.0
1865,2617,台航,2473244.0,85007680.0,35.4,35.45,33.85,34.0,-1.25,1614.0
634,2618,長榮航,69801089.0,2254541203.0,32.6,32.65,32.05,32.3,-0.4,22460.0
1866,2618,長榮航,90115252.0,2810170338.0,31.7,31.7,30.95,31.0,-0.7,26206.0
635,2630,亞航,6852478.0,276334738.0,40.15,41.4,39.7,40.55,-0.25,5021.0
1867,2630,亞航,56401508.0,2548167237.0,46.0,47.6,41.5,43.7,-0.9,32862.0
636,2633,台灣高鐵,4227669.0,127046298.0,30.05,30.15,29.95,30.15,0.0,1321.0
1868,2633,台灣高鐵,6997942.0,207706013.0,29.95,29.95,29.55,29.55,-0.45,3077.0
637,2634,漢翔,20960065.0,1186296780.0,56.2,57.6,55.8,56.8,1.0,11769.0
1869,2634,漢翔,51424534.0,2910277335.0,58.4,59.8,54.3,55.4,-2.6,31827.0
638,2636,台驊投控,5780107.0,600209663.0,98.5,107.5,98.1,106.0,8.2,4710.0
1870,2636,台驊投控,2817869.0,263076752.0,95.2,95.2,91.7,92.5,-3.3,3157.0
639,2637,慧洋-KY,11770451.0,773495243.0,65.5,66.8,63.8,66.7,2.5,9127.0
1871,2637,慧洋-KY,8187132.0,520154266.0,66.0,66.0,62.3,62.9,-3.1,7022.0
640,2642,宅配通,55661.0,2109297.0,38.0,38.0,37.75,37.75,-0.15,194.0
1872,2642,宅配通,124624.0,4678141.0,37.85,37.85,37.4,37.4,-0.3,400.0
641,2645,長榮航太,3365734.0,384418854.0,114.0,115.5,113.0,114.0,1.5,2750.0
1873,2645,長榮航太,6043518.0,672166294.0,115.5,116.0,108.5,109.0,-7.0,7954.0
642,2701,萬企,409517.0,5142230.0,12.55,12.6,12.5,12.55,0.05,282.0
1874,2701,萬企,725208.0,8970191.0,12.5,12.5,12.3,12.35,-0.15,218.0
643,2702,華園,114760.0,2226035.0,19.7,19.7,19.25,19.35,-0.15,366.0
1875,2702,華園,234558.0,4423620.0,19.05,19.05,18.7,18.8,-0.35,685.0
644,2704,國賓,3158147.0,201657697.0,60.1,66.1,60.1,66.1,6.0,1961.0
1876,2704,國賓,5739475.0,398188067.0,69.8,70.8,67.1,69.7,-1.2,4020.0
645,2705,六福,662515.0,11985623.0,18.45,18.45,17.95,18.1,-0.15,397.0
1877,2705,六福,567960.0,10056116.0,18.1,18.1,17.5,17.6,-0.45,389.0
646,2706,第一店,197632.0,2974378.0,15.2,15.2,15.0,15.05,-0.05,173.0
1878,2706,第一店,431698.0,6416119.0,15.0,15.0,14.8,14.85,-0.15,232.0
647,2707,晶華,285943.0,63326364.0,226.5,227.0,220.0,220.0,-2.5,2433.0
1879,2707,晶華,331479.0,71714444.0,220.5,220.5,215.0,216.0,-5.0,6182.0
648,2712,遠雄來,34952.0,1050764.0,30.05,30.2,30.0,30.1,0.05,55.0
1880,2712,遠雄來,81231.0,2437769.0,30.5,30.55,29.7,29.8,-0.75,72.0
649,2722,夏都,1093408.0,66332916.0,62.3,62.8,59.5,60.9,-1.6,1039.0
1881,2722,夏都,407951.0,23450853.0,59.9,59.9,55.7,57.0,-2.3,696.0
650,2723,美食-KY,358296.0,32498957.0,91.6,91.6,90.5,90.6,-0.7,383.0
1882,2723,美食-KY,1102414.0,97944128.0,90.0,90.7,87.9,88.1,-2.2,1079.0
651,2727,王品,352462.0,84466904.0,239.0,240.5,238.5,239.5,1.0,812.0
1883,2727,王品,1117150.0,261620739.0,237.0,237.5,232.0,233.5,-4.5,2200.0
652,2731,雄獅,3789748.0,537118722.0,141.5,144.0,139.5,142.5,3.0,3878.0
1884,2731,雄獅,2255696.0,305775508.0,139.5,139.5,133.0,134.0,-6.0,2258.0
653,2739,寒舍,1271831.0,66470647.0,53.0,53.4,51.5,52.2,-0.7,1107.0
1885,2739,寒舍,858033.0,42774979.0,51.2,51.6,49.2,49.6,-2.0,854.0
654,2748,雲品,719504.0,51245903.0,72.0,72.0,70.5,71.5,0.7,684.0
1886,2748,雲品,659934.0,45370810.0,70.2,70.2,68.3,68.8,-1.7,740.0
655,2753,八方雲集,170257.0,28263690.0,166.0,167.5,165.0,167.5,1.5,230.0
1887,2753,八方雲集,244798.0,40687866.0,168.0,168.0,165.0,165.0,-3.5,1224.0
656,2762,世界健身-KY,153484.0,16125487.0,107.0,107.0,104.0,105.0,-2.0,205.0
1888,2762,世界健身-KY,322501.0,32305301.0,102.0,102.5,99.8,101.0,-1.5,393.0
657,2801,彰銀,11519969.0,208838808.0,18.15,18.2,18.05,18.15,-0.05,2537.0
1889,2801,彰銀,25659262.0,458560885.0,18.05,18.1,17.75,17.8,-0.35,7115.0
658,2809,京城銀,3669736.0,203851191.0,56.0,56.4,55.0,55.2,-0.8,3525.0
1890,2809,京城銀,5399694.0,296086075.0,56.4,56.4,54.0,54.5,-1.9,5254.0
659,2812,台中銀,4349595.0,75226896.0,17.4,17.4,17.25,17.25,-0.2,2101.0
1891,2812,台中銀,9397844.0,160717289.0,17.25,17.35,17.0,17.0,-0.4,4676.0
660,2816,旺旺保,1011240.0,31149395.0,31.15,31.3,30.0,30.5,-0.8,788.0
1892,2816,旺旺保,973580.0,28537538.0,30.0,30.0,28.95,29.05,-0.95,631.0
661,2820,華票,1373352.0,20698964.0,15.15,15.15,15.05,15.05,-0.1,711.0
1893,2820,華票,1994232.0,29800432.0,15.05,15.05,14.85,14.9,-0.15,805.0
662,2832,台產,1214314.0,33444707.0,27.15,27.75,27.15,27.75,0.8,660.0
1894,2832,台產,1115901.0,30280864.0,27.6,27.6,26.75,27.1,-0.5,781.0
663,2834,臺企銀,13819720.0,221767844.0,16.1,16.1,16.0,16.05,-0.05,4442.0
1895,2834,臺企銀,36365746.0,577062323.0,16.05,16.05,15.8,15.8,-0.25,13542.0
664,2836,高雄銀,5596291.0,65336123.0,11.75,11.8,11.6,11.6,-0.15,1405.0
1896,2836,高雄銀,6301861.0,71469671.0,11.45,11.5,11.25,11.35,-0.15,2346.0
665,2836A,高雄銀甲特,26522.0,559562.0,21.1,21.1,21.1,21.1,0.0,12.0
1897,2836A,高雄銀甲特,43995.0,924142.0,21.0,21.0,21.0,21.0,-0.1,11.0
666,2838,聯邦銀,1538470.0,23688620.0,15.4,15.45,15.35,15.4,-0.1,523.0
1898,2838,聯邦銀,4977160.0,75024579.0,15.3,15.35,14.9,14.95,-0.4,1483.0
667,2838A,聯邦銀甲特,93019.0,4939307.0,53.1,53.1,53.1,53.1,-0.1,26.0
1899,2838A,聯邦銀甲特,73152.0,3878456.0,53.1,53.1,53.0,53.1,-0.1,31.0
668,2845,遠東銀,4235682.0,61092823.0,14.5,14.55,14.35,14.45,-0.1,1543.0
1900,2845,遠東銀,7800796.0,110984221.0,14.35,14.45,14.1,14.25,-0.2,2645.0
669,2849,安泰銀,24150.0,339120.0,14.0,14.1,14.0,14.1,0.0,23.0
1901,2849,安泰銀,104650.0,1453510.0,14.1,14.1,13.8,13.85,-0.3,105.0
670,2850,新產,521569.0,46328437.0,89.8,89.8,88.2,88.7,-0.6,539.0
1902,2850,新產,1087875.0,95454702.0,90.0,90.0,86.7,87.5,-2.5,1244.0
671,2851,中再保,2210913.0,55915713.0,25.6,25.6,25.15,25.2,-0.4,1437.0
1903,2851,中再保,3521032.0,86576165.0,24.9,24.9,24.4,24.5,-0.5,1462.0
672,2852,第一保,1085943.0,21891501.0,20.0,20.3,20.0,20.15,0.2,507.0
1904,2852,第一保,1279452.0,25361602.0,20.1,20.15,19.65,19.85,-0.3,619.0
673,2855,統一證,4500043.0,121330722.0,27.15,27.3,26.7,26.85,-0.15,3424.0
1905,2855,統一證,9149047.0,233473073.0,26.5,26.5,25.0,25.25,-1.35,6975.0
674,2867,三商壽,34863750.0,186163436.0,5.35,5.35,5.17,5.35,0.48,4796.0
1906,2867,三商壽,130398997.0,792136179.0,5.87,6.4,5.72,6.14,0.26,23135.0
675,2880,華南金,16936947.0,389006892.0,23.2,23.25,22.85,23.0,-0.2,7047.0
1907,2880,華南金,20362258.0,458854418.0,22.8,22.9,22.35,22.4,-0.55,7224.0
676,2881,富邦金,18616261.0,1263721257.0,68.0,68.2,67.8,67.8,-0.6,9712.0
1908,2881,富邦金,26545037.0,1762807971.0,67.0,67.2,65.6,65.7,-1.7,18168.0
677,2881A,富邦特,219032.0,13536676.0,61.8,61.9,61.8,61.9,0.0,53.0
1909,2881A,富邦特,105566.0,6514914.0,61.9,61.9,61.6,61.8,-0.1,52.0
678,2881B,富邦金乙特,176831.0,10448705.0,59.2,59.7,59.0,59.5,-0.2,111.0
1910,2881B,富邦金乙特,282197.0,16660072.0,59.1,59.5,59.0,59.0,-0.5,51.0
679,2881C,富邦金丙特,11772.0,643775.0,54.7,54.7,54.7,54.7,0.0,28.0
1911,2881C,富邦金丙特,97664.0,5299619.0,54.0,54.6,54.0,54.6,-0.1,102.0
680,2882,國泰金,28633375.0,1408395201.0,49.65,49.65,48.95,49.05,-0.65,11194.0
1912,2882,國泰金,34577764.0,1660771593.0,48.55,48.8,47.55,47.85,-1.1,15827.0
681,2882A,國泰特,67868.0,4104830.0,60.4,60.5,60.4,60.5,0.0,44.0
1913,2882A,國泰特,193157.0,11686073.0,60.5,60.6,60.5,60.5,0.0,34.0
682,2882B,國泰金乙特,5779.0,342682.0,59.3,59.4,59.2,59.4,0.0,27.0
1914,2882B,國泰金乙特,60126.0,3565365.0,59.4,59.4,59.0,59.4,0.1,24.0
683,2883,開發金,42332279.0,586221224.0,13.95,13.95,13.8,13.8,-0.2,10433.0
1915,2883,開發金,85439273.0,1137772609.0,13.55,13.6,13.1,13.25,-0.4,22169.0
684,2883B,開發金乙特,1901989.0,14240983.0,7.5,7.51,7.48,7.48,-0.03,246.0
1916,2883B,開發金乙特,2518802.0,18620181.0,7.45,7.48,7.36,7.39,-0.09,513.0
685,2884,玉山金,17944577.0,485852214.0,27.2,27.25,27.0,27.1,-0.15,5593.0
1917,2884,玉山金,51683004.0,1371136340.0,26.9,27.0,26.2,26.3,-0.75,21534.0
686,2885,元大金,20559344.0,622895701.0,30.2,30.5,30.1,30.3,-0.2,6772.0
1918,2885,元大金,23735937.0,712432141.0,30.35,30.5,29.8,29.95,-0.6,12222.0
687,2886,兆豐金,13343116.0,533654202.0,39.9,40.1,39.9,39.95,-0.2,4987.0
1919,2886,兆豐金,28516442.0,1124106982.0,39.7,40.05,39.1,39.1,-0.7,14329.0
688,2887,台新金,19620153.0,351600450.0,17.95,18.0,17.9,17.9,-0.1,8149.0
1920,2887,台新金,38682709.0,677073886.0,17.8,17.85,17.4,17.4,-0.45,18065.0
689,2887E,台新戊特,81844.0,4269789.0,52.2,52.2,52.1,52.2,-0.1,62.0
1921,2887E,台新戊特,202232.0,10576720.0,52.3,52.3,52.3,52.3,0.0,61.0
690,2887F,台新戊特二,44271.0,2046006.0,46.2,46.25,46.2,46.25,0.15,14.0
1922,2887F,台新戊特二,35471.0,1642813.0,46.25,46.35,46.25,46.35,0.0,12.0
691,2887Z1,台新己特,4991.0,83326.0,16.7,16.7,16.7,16.7,0.0,15.0
1923,2887Z1,台新己特,1341.0,22391.0,16.7,16.7,16.7,16.7,0.0,11.0
692,2888,新光金,34153010.0,282412332.0,8.34,8.34,8.24,8.26,-0.1,6822.0
1924,2888,新光金,52273676.0,422279142.0,8.17,8.18,8.03,8.05,-0.14,11573.0
693,2888A,新光金甲特,25273.0,663674.0,26.35,26.5,26.2,26.35,0.0,50.0
1925,2888A,新光金甲特,17411.0,450696.0,25.9,25.95,25.85,25.85,-0.15,19.0
694,2888B,新光金乙特,19223.0,507487.0,26.6,26.6,26.35,26.35,-0.2,24.0
1926,2888B,新光金乙特,65337.0,1706351.0,26.2,26.2,26.1,26.15,-0.1,23.0
695,2889,國票金,4906263.0,67935673.0,13.85,13.9,13.8,13.85,-0.05,1540.0
1927,2889,國票金,9862953.0,134718484.0,13.75,13.8,13.6,13.6,-0.2,3449.0
696,2890,永豐金,18241845.0,398979571.0,21.75,22.05,21.75,21.85,-0.1,5732.0
1928,2890,永豐金,25967758.0,555205252.0,21.7,21.9,21.15,21.25,-0.55,8657.0
697,2891,中信金,27997751.0,891859730.0,31.7,32.1,31.7,31.75,-0.2,9422.0
1929,2891,中信金,66530872.0,2079062481.0,31.8,32.05,30.9,30.95,-1.0,22943.0
698,2891B,中信金乙特,10382.0,625360.0,60.3,60.3,60.0,60.3,0.3,69.0
1930,2891B,中信金乙特,223050.0,13374025.0,60.3,60.3,59.9,60.1,0.0,89.0
699,2891C,中信金丙特,5673.0,331409.0,58.4,58.5,58.4,58.5,0.0,70.0
1931,2891C,中信金丙特,3453.0,201377.0,58.4,58.5,58.2,58.2,-0.2,19.0
700,2892,第一金,11858281.0,323603812.0,27.3,27.4,27.2,27.35,-0.1,4996.0
1932,2892,第一金,30154432.0,811180632.0,27.1,27.2,26.75,26.75,-0.45,14121.0
701,2897,王道銀行,8409961.0,84758513.0,10.1,10.15,10.0,10.05,-0.05,1177.0
1933,2897,王道銀行,22551902.0,226863561.0,10.1,10.1,9.86,9.86,-0.24,3461.0
702,2897A,王道銀甲特,76001.0,790910.0,10.4,10.45,10.4,10.45,0.05,13.0
1934,2897A,王道銀甲特,220001.0,2277560.0,10.35,10.4,10.35,10.4,0.0,48.0
703,2901,欣欣,29552.0,806332.0,27.2,27.45,27.15,27.2,-0.25,143.0
1935,2901,欣欣,48470.0,1283051.0,26.75,27.0,26.2,26.2,-0.95,103.0
704,2903,遠百,3624884.0,112234432.0,31.2,31.35,30.65,30.95,-0.3,1708.0
1936,2903,遠百,6225925.0,187800348.0,30.7,30.9,29.8,29.85,-0.95,2672.0
705,2904,匯僑,79903.0,1453696.0,18.25,18.25,18.15,18.2,-0.05,70.0
1937,2904,匯僑,135718.0,2444361.0,18.2,18.2,17.95,18.0,-0.2,83.0
706,2905,三商,6612893.0,91906370.0,13.65,14.3,13.45,13.65,0.6,2691.0
1938,2905,三商,1897387.0,25893493.0,13.75,13.8,13.5,13.55,-0.25,858.0
707,2906,高林,910797.0,17571714.0,19.35,19.5,19.1,19.5,0.1,424.0
1939,2906,高林,1459847.0,27786976.0,19.3,19.35,18.85,19.1,-0.3,567.0
708,2908,特力,213347.0,4406639.0,20.6,20.7,20.55,20.65,0.05,58.0
1940,2908,特力,211223.0,4340410.0,20.65,20.75,20.45,20.65,-0.05,118.0
709,2910,統領,17000.0,460800.0,27.2,27.25,27.0,27.1,-0.1,13.0
1941,2910,統領,62101.0,1657266.0,27.1,27.2,26.3,27.0,0.0,40.0
710,2911,麗嬰房,144267.0,993093.0,6.92,6.94,6.8,6.85,-0.09,342.0
1942,2911,麗嬰房,195624.0,1325497.0,6.84,6.84,6.72,6.72,-0.12,547.0
711,2912,統一超,1918117.0,526993039.0,275.0,276.5,273.5,275.0,-2.5,10578.0
1943,2912,統一超,1462177.0,396853923.0,274.0,274.5,270.0,270.0,-5.5,3752.0
712,2913,農林,1257730.0,26072568.0,21.0,21.0,20.6,20.75,0.0,620.0
1944,2913,農林,3186104.0,65010501.0,20.65,20.7,20.15,20.25,-0.6,1501.0
713,2915,潤泰全,1477548.0,88058075.0,59.8,59.8,59.3,59.3,-0.5,879.0
1945,2915,潤泰全,3758008.0,220399250.0,59.4,59.6,58.2,58.4,-1.3,2788.0
714,2923,鼎固-KY,87232.0,2149495.0,24.75,25.3,24.4,24.65,-0.8,125.0
1946,2923,鼎固-KY,13573.0,331306.0,24.55,24.55,24.25,24.25,0.0,157.0
715,2929,淘帝-KY,193548.0,1899020.0,9.91,9.91,9.76,9.81,-0.1,181.0
1947,2929,淘帝-KY,383995.0,3639769.0,9.86,9.86,9.35,9.36,-0.42,300.0
716,2939,凱羿-KY,38019.0,1046764.0,27.95,28.0,27.35,27.35,0.0,56.0
1948,2939,凱羿-KY,21002.0,580504.0,27.5,28.15,27.4,28.15,0.0,20.0
717,2945,三商家購,28185.0,1270157.0,45.45,45.5,44.55,45.4,0.55,33.0
1949,2945,三商家購,44463.0,1982063.0,45.25,45.25,44.1,44.55,-0.75,46.0
718,3002,歐格,646022.0,10337720.0,15.9,16.2,15.75,16.05,0.15,277.0
1950,3002,歐格,679238.0,10213802.0,15.35,15.4,14.75,14.85,-0.65,304.0
719,3003,健和興,508894.0,35105327.0,68.9,69.7,68.3,68.9,0.4,470.0
1951,3003,健和興,796352.0,55260209.0,70.5,70.5,68.3,68.5,-1.7,751.0
720,3004,豐達科,1043239.0,118284382.0,115.0,116.0,111.5,112.0,-1.5,1039.0
1952,3004,豐達科,865259.0,93672208.0,113.0,113.0,105.5,105.5,-5.5,828.0
721,3005,神基,7902989.0,938776324.0,120.0,120.0,117.0,119.0,-0.5,7059.0
1953,3005,神基,13299460.0,1474908031.0,114.5,115.0,108.5,110.0,-5.0,9910.0
722,3006,晶豪科,3954078.0,347850013.0,87.2,88.5,87.1,87.8,1.0,2688.0
1954,3006,晶豪科,6371318.0,520748377.0,84.5,84.5,80.3,81.4,-4.0,5587.0
723,3008,大立光,1942002.0,4693656370.0,2420.0,2515.0,2350.0,2350.0,35.0,5744.0
1955,3008,大立光,876757.0,1962305145.0,2275.0,2275.0,2215.0,2225.0,-70.0,8602.0
724,3010,華立,2062991.0,263825588.0,126.5,129.5,125.5,129.5,3.0,1903.0
1956,3010,華立,4352549.0,532147103.0,128.0,128.0,120.0,121.5,-7.0,3851.0
725,3011,今皓,254140.0,7722360.0,30.5,30.5,30.2,30.4,0.0,190.0
1957,3011,今皓,448334.0,13493529.0,30.25,30.6,30.0,30.0,-0.6,401.0
726,3013,晟銘電,32193226.0,2430316402.0,73.1,78.6,73.1,74.3,2.0,19219.0
1958,3013,晟銘電,17790322.0,1225055509.0,70.6,71.7,67.0,69.6,-2.4,11070.0
727,3014,聯陽,1013535.0,167767782.0,164.5,167.0,164.0,165.5,0.5,826.0
1959,3014,聯陽,2462330.0,398576993.0,163.5,164.0,160.0,161.0,-4.0,2173.0
728,3015,全漢,1402138.0,83658642.0,58.6,60.2,58.2,60.2,1.8,975.0
1960,3015,全漢,1492993.0,87424992.0,59.8,60.5,57.6,57.7,-2.8,1374.0
729,3016,嘉晶,1238448.0,75946330.0,61.4,62.2,60.5,60.7,-0.1,1344.0
1961,3016,嘉晶,1024032.0,58446064.0,58.3,58.3,56.4,56.8,-2.1,1098.0
730,3017,奇鋐,20356152.0,12567659678.0,592.0,636.0,592.0,628.0,44.0,24182.0
1962,3017,奇鋐,13231693.0,7985330797.0,606.0,620.0,586.0,606.0,-10.0,23437.0
731,3018,隆銘綠能,17690.0,246139.0,13.85,14.0,13.85,14.0,0.05,129.0
1963,3018,隆銘綠能,11271.0,159835.0,14.1,14.2,14.0,14.15,0.0,110.0
732,3019,亞光,822621.0,54703965.0,66.3,67.0,66.0,66.5,0.8,728.0
1964,3019,亞光,1312396.0,83560510.0,64.6,64.7,63.1,63.1,-2.1,929.0
733,3021,鴻名,259935.0,5958927.0,23.0,23.1,22.7,23.0,0.0,186.0
1965,3021,鴻名,440941.0,9776618.0,23.1,23.1,21.95,22.15,-0.7,285.0
734,3022,威強電,471606.0,37646213.0,79.9,80.2,79.3,80.2,0.7,426.0
1966,3022,威強電,1333947.0,103842643.0,79.3,80.5,76.9,77.2,-2.1,1122.0
735,3023,信邦,589398.0,163876366.0,275.0,281.0,274.5,278.5,3.0,852.0
1967,3023,信邦,1573706.0,428663510.0,269.0,275.5,269.0,271.0,-2.0,1761.0
736,3024,憶聲,5151644.0,97248942.0,18.5,19.1,18.5,19.0,0.6,1734.0
1968,3024,憶聲,4142713.0,75708564.0,18.95,18.95,17.95,18.05,-1.0,1620.0
737,3025,星通,953073.0,65639995.0,68.5,69.6,68.4,68.6,0.1,1082.0
1969,3025,星通,1916012.0,127345408.0,68.0,68.0,65.6,65.6,-2.5,2295.0
738,3026,禾伸堂,124785.0,12117762.0,97.5,97.5,96.8,97.5,0.0,164.0
1970,3026,禾伸堂,230693.0,22171494.0,97.1,97.1,95.8,95.8,-1.5,306.0
739,3027,盛達,4121275.0,180759128.0,42.0,44.8,41.75,44.65,2.95,2677.0
1971,3027,盛達,20098850.0,941029908.0,47.25,48.1,44.8,46.25,-0.3,13069.0
740,3028,增你強,716655.0,26021415.0,36.35,36.45,36.1,36.35,0.05,592.0
1972,3028,增你強,970586.0,34206439.0,35.65,35.65,35.15,35.25,-0.6,848.0
741,3029,零壹,2569117.0,198835683.0,76.1,78.2,75.9,77.3,1.8,2242.0
1973,3029,零壹,2174316.0,159035074.0,74.9,74.9,72.1,73.1,-2.2,2139.0
742,3030,德律,9532288.0,940671899.0,95.7,101.5,94.3,97.4,5.0,6093.0
1974,3030,德律,4573106.0,446423276.0,100.0,101.0,95.2,97.3,-2.7,3758.0
743,3031,佰鴻,363831.0,7195079.0,19.95,20.0,19.7,19.75,-0.15,306.0
1975,3031,佰鴻,736346.0,14361762.0,20.3,20.3,19.15,19.2,-1.1,484.0
744,3032,偉訓,1909694.0,150817453.0,79.0,79.6,78.3,79.6,0.9,1677.0
1976,3032,偉訓,3101874.0,231309152.0,76.8,76.8,73.6,73.7,-3.4,2645.0
745,3033,威健,4560523.0,154481249.0,34.0,34.15,33.65,33.7,-0.15,3200.0
1977,3033,威健,5178248.0,166055183.0,33.3,33.3,31.65,31.8,-1.1,3789.0
746,3034,聯詠,8878543.0,5590938433.0,616.0,639.0,615.0,630.0,15.0,11184.0
1978,3034,聯詠,5542198.0,3364085909.0,613.0,614.0,602.0,602.0,-16.0,6707.0
747,3035,智原,8956258.0,2861463248.0,321.0,323.5,315.5,323.0,4.5,10435.0
1979,3035,智原,10698743.0,3341179881.0,310.0,320.0,303.0,313.0,0.5,11533.0
748,3036,文曄,34712870.0,5626449967.0,157.0,167.0,155.0,165.5,7.5,23368.0
1980,3036,文曄,14352577.0,2186870823.0,156.5,156.5,149.5,151.0,-8.0,14765.0
749,3036A,文曄甲特,52616.0,2472281.0,46.95,47.05,46.95,47.05,0.15,33.0
1981,3036A,文曄甲特,89060.0,4189420.0,47.15,47.15,46.95,46.95,-0.15,25.0
750,3037,欣興,8218058.0,1581579183.0,191.0,195.0,189.5,194.0,1.5,5983.0
1982,3037,欣興,15974229.0,2850411328.0,179.5,184.0,176.0,177.0,-5.5,12643.0
751,3038,全台,1072159.0,34630425.0,32.65,32.65,32.15,32.2,-0.45,849.0
1983,3038,全台,1151122.0,35530050.0,31.5,31.5,30.6,30.65,-1.0,1008.0
752,3040,遠見,36617.0,1097152.0,29.95,29.95,29.85,29.95,-0.05,242.0
1984,3040,遠見,56256.0,1681644.0,29.9,29.9,29.8,29.8,-0.15,282.0
753,3041,揚智,1383128.0,32441488.0,23.45,23.9,23.3,23.45,0.05,881.0
1985,3041,揚智,2297635.0,49808307.0,22.1,22.2,21.4,21.8,-0.8,2119.0
754,3042,晶技,2236747.0,253334638.0,113.0,114.0,112.0,113.0,0.5,1726.0
